ticket_id,user_id,created_at,category,status,priority
05d7dbea-f14f-4238-8984-71947fc64d86,8b9f1a11-dccd-40d1-8266-b7357671902a,2025-10-04 10:51:13,Produktanfrage,solved,normal
5cbb30b7-3f6a-462b-80d1-b0be547177bd,ba6af689-0579-4719-b356-6cd0a308a17f,2025-09-30 14:16:10,Produktanfrage,open,normal
5fdfec25-87d8-4ae8-884a-c368888af320,ab7824ac-0f7b-473f-83be-00e4c433b720,2025-10-17 03:22:46,Produktanfrage,solved,high
2c9a11cd-245b-48f8-bfb1-d6a044e0904f,831480f4-80c4-4ffd-8285-1dc8f9876404,2025-10-03 07:39:19,Produktanfrage,open,high
9d8eddf7-da5b-4f9a-b9c9-d8ff594c8b2a,052a91db-df12-4b51-93c1-9ddf2cf1697e,2025-09-26 17:58:01,Produktanfrage,open,normal
fd7f20d4-bfb2-4ab5-b6d7-9294df8a10c2,6c5cb862-2188-4a31-9d9b-a8859167d22b,2025-10-07 04:08:28,Produktanfrage,solved,high
297aee54-a012-4c4f-8ce0-6d19b9dc561d,fa3e4d28-1e40-46fe-9f28-baf7620f0981,2025-10-01 05:23:17,Produktanfrage,closed,high
467812fb-2af1-4f06-abb4-e74ef5fcddfd,0f8b4407-d870-4a93-b6bb-ce0c01405d81,2025-10-06 01:37:16,Produktanfrage,closed,high
45d15d65-01f5-4d34-bc7f-8e758c805855,9404ed19-5105-45fb-a346-2ed85f8cd871,2025-09-04 04:44:24,Produktanfrage,open,normal
028f1a31-d6de-413d-a504-1e6eed8c116d,51c08f02-b9ec-4375-a22c-57352d8f4c6b,2025-10-04 12:10:51,Produktanfrage,closed,high
b141c3b8-c836-48c2-a25a-d81db5e11b74,a66b45f2-cbd1-4f2e-b7bd-edfc21fd48ed,2025-09-14 08:25:24,Produktanfrage,closed,high
671e61a9-f4e1-4314-9508-1653751a41e6,39877239-6ba5-4be6-8892-17817b1d9eb0,2025-09-18 10:37:26,Produktanfrage,closed,normal
d78eff2b-3059-4b14-a25d-b43e3841cc3a,514c2502-a048-4a74-a9bd-da17783feeb2,2025-10-03 09:11:22,Produktanfrage,closed,normal
9bc2fdeb-2a6b-4b30-ab58-53cb1c41d02a,c5d247a9-3b5c-4242-8d65-39c6d8d6281e,2025-09-21 06:11:24,Produktanfrage,closed,low
dd6180c3-4c65-4a75-bd38-fcab48deb0ea,03d4a24c-9517-408e-8fd2-a65d0392bd4e,2025-09-26 10:34:56,Produktanfrage,solved,high
c68254bf-839a-4c9b-8d9f-dad7166701ff,dd1a0f92-a358-4858-aa49-e7e0cec72a7c,2025-09-30 11:48:56,Produktanfrage,solved,high
4faa1a97-c236-4c50-b554-2f5e42db246a,8e423b67-c818-444d-813c-c9f50487031d,2025-10-08 16:04:46,Produktanfrage,open,normal
971fc309-9fdb-4f79-8d39-381c3bfa58a8,d2fd085f-d1e2-4332-914e-3684d15ac347,2025-09-27 20:01:08,Produktanfrage,solved,normal
681e2628-6ede-467a-b195-00333723f7f4,ffa012f7-4291-4612-aeb8-c13de8d5d4cd,2025-09-10 23:39:19,Produktanfrage,solved,normal
c2b9aff7-e264-42b1-b8a1-30dfcf225627,8ecb3cc7-7394-4bff-9f4a-aee38e287326,2025-10-03 17:37:54,Produktanfrage,solved,high
3a33f32b-25b7-4501-9509-2946cdbf0da6,a9c70d9b-39b8-4d11-8699-b358e6476723,2025-09-30 05:48:20,Produktanfrage,solved,low
a3952bcf-f636-4752-8a9f-bfb7e1a07be5,bc895742-8bb4-4e35-b238-1453b29e4269,2025-10-20 05:46:23,Produktanfrage,closed,normal
7ba16f4f-f37a-4f3b-9bfc-a369dde8eb10,9ddfa469-101e-484e-9a87-9e229c27d5f3,2025-10-17 06:14:46,Produktanfrage,solved,normal
aab3596b-1d6c-4f45-bbd2-6adb6161c8a4,22fd7f44-338f-4941-b99a-88296d970da1,2025-09-14 17:41:51,Produktanfrage,solved,low
9c2f9b74-53f1-4645-a320-f74930306935,76a92e85-9920-46b0-b162-64bbf24b7f4d,2025-10-10 17:30:09,Produktanfrage,open,low
199bcb5c-e563-41cd-a287-a88ab19a108a,7ef1140c-9028-445f-a3ed-17f7d0f6e04c,2025-09-17 01:25:22,Produktanfrage,solved,normal
9fdf8a7d-6595-4401-9872-e5388dc8ffba,84baf735-d59e-4337-9f1f-e198ff5daa1c,2025-09-01 12:26:18,Produktanfrage,open,normal
a310d1c8-e6d0-4efb-be5a-f80a3e2a1abd,5ffc5437-cbdd-40af-aedd-586aaa0e3e6a,2025-09-11 00:00:10,Produktanfrage,closed,normal
10daf02a-bf30-4258-b302-36eb567b2854,63a56737-7b42-4599-b350-dee421e484f0,2025-10-12 13:09:51,Produktanfrage,closed,high
89b06130-3beb-475f-8507-0b6a7993fade,b59322e4-ea2c-479a-9bd8-e62c7ab2a2ee,2025-09-03 10:58:09,Produktanfrage,solved,normal
d17eb9b7-3bf9-4d87-a5e6-a0019faffa7c,e8bde5ee-0aae-4753-8d4d-40e20253531e,2025-10-15 22:16:34,Produktanfrage,solved,normal
09d7206a-50cc-4b58-af76-47a6ed019ac4,49fbfeac-b2e5-47fd-b959-e3284a38f42f,2025-10-01 12:18:39,Produktanfrage,solved,normal
e5ebe926-5462-4014-8357-751ee2f6752f,62afd654-344e-4dad-9c03-b5131e5ff6b0,2025-09-10 04:02:49,Produktanfrage,open,normal
ff3c7a0c-fd0a-4d10-b078-cfae3f72de1f,3de0ac93-2793-407d-b46b-f7fd95696120,2025-10-08 18:01:52,Produktanfrage,open,low
8e726612-2c4c-4a5b-a8ea-2a2a4195827b,78d6e47d-6900-4e93-9d25-c9b688fbedb3,2025-09-17 23:11:47,Produktanfrage,solved,low
9486e3e7-dca2-46ad-81a6-96d79d152bda,259878ff-d8b4-4614-a0ab-fed9871f5a0a,2025-10-14 20:53:02,Produktanfrage,open,high
dacf435e-11e5-451c-bcea-0d4f40878d6e,07643e46-685f-46f9-9ce8-b35034bce183,2025-09-06 14:04:17,Produktanfrage,closed,high
c05d8ac8-0d85-49da-ad56-cbd10cf9c78d,a858c315-8eab-4c80-aac3-15de5928816b,2025-09-01 06:41:26,Produktanfrage,closed,low
8386540c-8fbf-4ffb-b8e1-06ed8052a5eb,2092050f-223c-4323-83b9-3ef4bfca6523,2025-09-26 09:46:15,Produktanfrage,solved,normal
ca4070b8-5664-41df-bb55-1fca9e57c222,1648addf-ab25-42ac-82dc-73ea0c6c5aee,2025-09-29 13:00:24,Produktanfrage,open,normal
6fd599cf-4afb-409d-8805-dafc8772d987,cdf1f175-e613-4afc-b05e-662af99ea1e9,2025-09-13 21:20:23,Produktanfrage,closed,low
880ab078-94d0-462e-b7f0-6a7688a23c86,33259bdd-df11-4f42-adec-716da7f3d2a6,2025-10-04 23:54:18,Produktanfrage,solved,low
47db61a0-1cd8-4a10-b32f-f7c695ac5615,4ed5b40f-fa38-49e7-91c2-e4019f4f7806,2025-09-13 07:36:44,Produktanfrage,closed,low
f3cc2aa4-8f8b-42a9-9462-348aad418339,3eafaecf-086c-44d5-8197-f5608a2cd3f1,2025-09-10 06:17:46,Produktanfrage,solved,low
8abc8f97-0940-4a8c-a94c-a5efd677020c,030a6a08-37b4-4ce7-a0a0-eb454272063a,2025-10-03 23:50:48,Produktanfrage,open,normal
a7ae3a29-477a-4936-b68a-dbd5708b493a,106465a8-b827-4c12-8774-905e736763c1,2025-09-01 19:07:55,Produktanfrage,solved,normal
f9d52f7c-beb0-4780-bebe-c99de475b443,4aefb2d7-5904-451e-a25d-de5cf12fe40d,2025-10-03 05:19:41,Produktanfrage,solved,high
516f7e51-5233-4afd-96d6-5386a36065c3,da08fe1e-be00-4a4c-a6eb-38332694e986,2025-09-12 09:32:40,Produktanfrage,open,low
e8e92625-cb91-44e3-a179-e122a9a5fddb,84fc3618-fefa-4ba1-bedc-c7c19307da3f,2025-09-14 01:55:53,Produktanfrage,open,high
3167d3fd-0318-445c-838e-48ecda55b4c0,83c1c133-73b0-414c-825f-cb9b45f69abc,2025-09-21 09:12:33,Produktanfrage,solved,high
f3dc20ff-3ac7-4fce-ab74-adfe3e06e5d9,8e9844b9-ed8d-4473-a4fe-43a48b5120da,2025-09-18 03:01:57,Produktanfrage,solved,normal
710033e3-b6dd-4a58-92b2-7aadb5f13a53,b186d335-874c-486d-950c-48c074aacf0f,2025-09-01 18:48:05,Produktanfrage,open,high
418f5631-8168-42b0-974d-807ac700b4ef,e33973eb-76d8-4ede-95ea-8acc7033f426,2025-09-29 21:47:13,Produktanfrage,solved,low
5ea13bcc-c4b6-4562-9bb0-f479dad5fd91,02b9bd8a-e239-4e82-adba-753ecd33093a,2025-10-04 12:23:37,Produktanfrage,open,normal
c1d1c6ed-a436-4c62-9039-cb1eed73b4f0,9276faf9-46eb-4507-90a1-cf6bacdf4fff,2025-09-01 19:14:39,Produktanfrage,open,low
e5926107-bc7c-40fa-b947-59be06825b8b,3a6a8e13-0a49-4384-ba55-d88b0ab34471,2025-09-22 12:42:43,Produktanfrage,solved,low
b9cf514e-ee4d-4ecd-b3ca-83a8b88fb941,3e007a7a-a9bc-471b-97a7-88a875c4070f,2025-09-30 11:16:44,Produktanfrage,solved,low
37cb5fdf-a8ba-4ae4-b414-ae8469f86582,d4eefa30-f8a5-495f-844a-ae59c5ae9034,2025-09-13 08:37:03,Produktanfrage,solved,normal
c1652883-707d-44da-85c0-faf370bb27e3,6bb69b1a-2b35-46c3-9a23-aaf02f6d8f1f,2025-09-06 03:06:42,Produktanfrage,open,low
def6967b-3946-447c-b82b-e440da062b1b,0bb88f30-4f66-422d-957a-1d6a8e3dc60c,2025-10-17 01:19:18,Produktanfrage,closed,normal
47ee3102-0b68-4ba5-94a2-5c5388bb4f5d,2dde36a6-016c-4c6f-9310-7fba7f897253,2025-09-12 08:42:30,Produktanfrage,open,low
6008f5ee-045d-44e6-a8f5-acea5ab89666,78c62602-69be-4d82-9951-071d23f5099f,2025-09-21 05:56:42,Produktanfrage,solved,high
1188423d-6d2b-4bd8-8e05-6f8e335f9580,7c250d0c-734a-4fc8-9db6-facfa9dd9b32,2025-10-12 22:37:20,Produktanfrage,open,low
993f5c19-fa01-44e5-aad9-bf3c8227b7bd,8a14cd3c-e508-4825-a41e-50deeb07e1ec,2025-10-05 17:14:42,Produktanfrage,open,high
94c9d464-58a5-4a1a-9f7e-ff0c5fa0ff53,9a43d468-a4f3-47bf-8e7c-fc5eab82473e,2025-09-27 00:23:02,Produktanfrage,solved,high
4c281767-9c39-489b-be19-ef9efdd02fd6,a9097045-c1c1-45fd-a466-1736daee1275,2025-09-10 19:56:49,Produktanfrage,solved,low
3fe0ec0f-8921-4b8b-a796-37ea5217f0e7,eb11988f-6a5d-42d2-a10d-50a8e25d7270,2025-10-14 09:16:24,Produktanfrage,solved,high
364ec6e3-3296-43bb-b3af-06993e4d3083,07b80f57-76f7-4240-bf93-e734d2870765,2025-09-26 03:41:28,Produktanfrage,open,high
c8455306-cd93-4cd8-8975-152c73a1ad59,c679d7dc-f6f2-491b-b9db-2b2a7bbf9061,2025-09-29 03:32:46,Produktanfrage,open,low
a42948fb-2496-4079-9c87-2e9afd71bcd9,89fed0c3-2208-4d68-b59a-abd5b3b49ed4,2025-09-28 04:56:41,Produktanfrage,solved,high
57c66c82-f55f-4f98-8391-f734945a0675,a379bcd9-de6a-4e49-bc29-f0c1eef70723,2025-09-03 00:13:10,Produktanfrage,closed,high
22287dba-f6fb-4a0d-b6f4-13128a795a15,bf2427ea-f463-423a-94fc-3d27df77cb95,2025-09-26 16:34:14,Produktanfrage,solved,normal
b175269e-93ff-42a0-b059-4f54b09b1b2d,e32cfa0b-022f-48d6-a97b-2442edd03280,2025-09-24 19:20:49,Produktanfrage,closed,normal
ea95a7c7-fc51-46b5-94c7-63c926ff49f9,0b11c972-848c-41dd-8235-29ebfaa0c2bf,2025-10-06 21:48:12,Produktanfrage,closed,normal
2ccc5b46-8b78-47c5-834d-3286279f185c,c2d259aa-ba66-41ed-bfdd-96ebe9ff6875,2025-10-20 07:51:27,Produktanfrage,closed,low
255eb2b8-c7f2-447b-b4a2-a1d2851ce1a6,d1ad8165-f1e7-4b0b-87c2-7be5b8f1ff34,2025-09-27 13:51:26,Produktanfrage,open,high
2e0d0e9b-c001-43c1-881a-2e45394403aa,79e806db-aad5-416b-a374-6d84a7857fa3,2025-10-01 02:07:37,Produktanfrage,closed,high
98dd9625-3d55-4230-8624-5eca9cf5d44c,28e8f7be-8ac9-4367-b70a-f2bf1cc9e454,2025-09-05 13:53:38,Produktanfrage,open,normal
b2588e5d-198a-4794-a8ae-1d900cdae5a5,328841e0-5b6a-487c-98cc-110466230eb1,2025-10-10 22:42:34,Produktanfrage,solved,normal
7e7256cb-ace2-4c77-aba1-a03f0d7e4f7a,14486389-6f06-4368-8be6-9b2553b5c00f,2025-09-22 05:07:51,Produktanfrage,open,low
3718fc65-828f-48f7-ac18-70464552be41,afe3ee88-7c18-4df5-a368-e3758be077ac,2025-09-10 01:03:34,Produktanfrage,closed,low
5f7f522a-b2d0-4eb4-846d-f1ecc449de4f,d86a76b2-bd15-42db-8aa6-e4c659ca72f3,2025-10-01 10:31:11,Produktanfrage,solved,high
97173b68-ed6e-407d-804d-1db0f9aa0fc9,e1ea4d41-a506-4997-99e9-401b810b3b31,2025-10-19 12:44:58,Produktanfrage,closed,high
b018d8df-b491-47da-8413-90811a9076df,1b2bf192-72e7-4ad3-b863-925e85d4fc48,2025-10-12 14:15:11,Produktanfrage,open,normal
3295a779-05ac-49ff-b8af-b543e51ccd76,07a7bba7-ce7f-43ea-8e4e-eedc0b3936f7,2025-09-07 08:11:13,Produktanfrage,closed,low
dcad96e6-5050-4257-806e-f5ae5b759bee,68a2645f-937b-4c15-8ea5-c7536413e0ef,2025-10-09 11:34:34,Produktanfrage,closed,low
a4306da6-245e-4cae-8272-f294c80c64ed,0c72f532-5eaa-4ec9-a058-bfb1c88c8ce2,2025-09-10 20:45:47,Produktanfrage,open,low
c60d1122-2fe7-4ac5-bca2-7b09d2ad1982,7693c128-d90d-43a2-bb3a-07ba2b6290ce,2025-10-15 20:52:06,Produktanfrage,solved,normal
7e237614-db34-4430-aa9d-281defdc418f,a5a63547-e07a-4ee2-8620-1ef7959fad66,2025-10-03 23:16:00,Produktanfrage,closed,low
edec238e-af0f-4663-8adb-d5b533deee35,c680c750-2aa4-46b7-8a52-2d9466c0147f,2025-09-10 11:35:04,Produktanfrage,open,normal
6497b335-e918-47fd-8819-941c501861a7,038c7fb6-fcf8-41a0-9891-629fa9bda958,2025-10-09 02:15:27,Produktanfrage,solved,high
2d54db6a-e892-4927-b95c-2c9c9ca2c2da,956130d3-5458-4e03-b359-576ad04690f4,2025-09-17 12:21:14,Produktanfrage,solved,high
775faa2d-9a43-4d22-8d33-8d76bb23a4df,616fd811-f593-4fad-8104-2200d52a273a,2025-10-04 16:45:44,Produktanfrage,solved,low
3cac915e-44bf-4acb-801e-e6ff79851779,a5b055a7-2e30-449e-8d39-47948ef7bd83,2025-10-13 13:06:41,Produktanfrage,open,low
e89eb5de-ac57-4c51-90d7-dc2770c5ad6b,cd6ade0d-030e-4892-84ea-20b47de269d6,2025-09-16 04:42:28,Produktanfrage,open,high
d2f78511-eeb8-49e6-a7f7-b4617907b390,13ff564a-cf89-4c40-b3b1-bcd2b921942d,2025-10-08 18:43:00,Produktanfrage,open,normal
cccc48b8-4d6d-4915-a599-e5de450a457c,108f34ca-606e-4874-aea7-89d78a98400c,2025-10-02 14:56:04,Produktanfrage,solved,low
0864b48e-95cf-44b3-b3af-47cf85d0890d,e7d00512-5536-4826-b749-59283409de10,2025-09-26 22:54:57,Produktanfrage,closed,normal
68dfe6f0-b884-48d3-becb-a66da2aa3d67,ccad20ea-8f17-427a-9e76-a1d9e67e2479,2025-10-20 08:08:55,Produktanfrage,closed,low
b060844e-c4b0-4beb-bce9-a79153025b5b,749a59ec-8929-4182-8b69-4527fae1a128,2025-09-05 12:39:59,Produktanfrage,closed,high
ebc351bf-68de-44c2-a8ae-38afbc5c76c1,fc6eada3-e194-4d20-8c81-b2622194f036,2025-09-14 06:25:53,Produktanfrage,open,low
8f6310e0-ee78-47b4-a0e2-aad1d8bc849d,de556c45-448c-4628-ac1b-bda4089af41d,2025-09-21 12:24:27,Produktanfrage,solved,low
3e8cf0e2-9855-4ab5-ad54-152af040639d,878adaa7-bfb1-4376-a2e0-4ad94a1d9447,2025-09-30 16:43:22,Produktanfrage,solved,high
d1839b30-e1df-4da5-8a42-8419b784fcfa,a72e3547-b6f0-460a-b9e8-78dcfe24b381,2025-10-03 21:14:54,Produktanfrage,closed,high
9e981f44-bf2c-44d8-8947-b97f08b8371e,28f22f5d-b10f-4ef2-b940-cf1e57faaddf,2025-09-03 02:45:47,Produktanfrage,solved,high
68397f37-bd00-4378-923d-1a956a5a5c4d,6c220ca9-367a-4d3b-b9dd-1a7c839c2b71,2025-09-20 10:42:19,Produktanfrage,closed,normal
6b8f613f-c198-48e3-ad85-1d2a1de9a700,de49214d-d369-4407-abc5-8d992c9ec119,2025-09-15 22:29:51,Produktanfrage,solved,low
ea294de2-a8b7-438b-a9d7-917e6266931f,0b2ae372-b468-43db-9843-c4e2a5af4fc5,2025-09-26 01:41:12,Produktanfrage,solved,low
44de95f6-fcd9-431d-8709-c3cf79142551,a39b01f3-8093-444b-b61a-e7c2402d9478,2025-09-17 17:25:00,Produktanfrage,solved,high
d385ff91-8154-48bf-b053-3b9eab02bee6,0499734a-dd86-4595-98cc-4924b09ce62d,2025-09-03 07:09:32,Produktanfrage,closed,low
9e5bfcd0-3269-42ad-b9de-8e5d872f0083,1d6f6afa-f53f-4c0b-bab7-bef7153ef321,2025-09-29 21:32:44,Produktanfrage,solved,high
9203074e-97aa-4b0e-a886-9ce06370e8ff,b40480d2-eb57-4e7b-ac9d-3d8074092dc9,2025-09-30 22:54:56,Produktanfrage,open,low
25717590-ef2b-4ee5-b6ee-75bbbe96a17c,aea58479-6699-4e2a-b0c5-8220221cba0b,2025-10-07 15:53:21,Produktanfrage,closed,high
ce13f638-eb6d-4e36-a0f6-c9be30ab2883,6cf2bf0d-2e30-40c5-b66d-daef47aa1ec5,2025-09-19 19:47:39,Produktanfrage,solved,normal
4a38cce8-1e46-44d9-8de3-22fb447427c7,3ca999b8-1668-4d5c-8ce6-cd6fbe6525df,2025-09-10 17:43:21,Produktanfrage,open,normal
74b9fbd0-00ef-45f1-b4fa-090d30367065,36c4951c-971d-4217-bb75-99b17b4d2260,2025-09-11 21:16:28,Produktanfrage,solved,low
359c48b4-2ba1-4b40-ad8e-3e99bb0c9eeb,153bb588-074a-4d65-865f-9251990f3ae3,2025-10-12 06:11:24,Produktanfrage,solved,high
d7c59dd5-3a7a-4be5-92f3-de010835ae5e,2dd2569a-cde8-4910-b1b6-0ac3d0ebfc2e,2025-10-14 16:57:56,Produktanfrage,solved,high
0ef91bf7-8d73-4b36-bb22-bec1b77eab88,7c0ebc91-bc90-48a3-886b-ab05c12e7ab7,2025-09-06 13:06:38,Produktanfrage,solved,low
a4d05651-fc8a-4a75-b6e3-20fc04075edb,f55687fb-e8a3-4d7f-b090-afcb724b7621,2025-09-07 14:55:40,Produktanfrage,open,normal
e60cac20-240a-4c64-85ff-505dc985fab6,55cb7958-0fb5-49f2-a0fc-acf941777ce1,2025-09-23 21:18:42,Produktanfrage,solved,high
cca1b6c0-0a04-498e-a176-94a480da9281,58632a79-dd06-4b2e-a9d5-3464c193f351,2025-10-19 15:56:52,Produktanfrage,closed,normal
d67cb499-e8ee-4495-b050-89e454c51651,b87cb090-31e6-471c-b84c-f5a3d09d60e1,2025-10-15 19:03:27,Produktanfrage,solved,low
3a530995-c8d0-4f37-82e4-3c936373396d,a89f5b7e-6b79-4e77-a2a2-e61a3d921464,2025-09-10 12:47:30,Produktanfrage,closed,normal
fd7971d6-c6c8-45d3-926f-f7aaf1d5f2d6,dc9ca75b-2f3d-4fd3-8a13-0426575ad948,2025-09-26 03:00:28,Produktanfrage,solved,high
36b049d0-64ef-45d8-a9e4-d7faaf385a67,79969750-faa0-44cc-b32f-5bb6c64ca2a9,2025-10-18 09:20:25,Produktanfrage,solved,high
88248613-4fdb-44ec-accf-76f7034b62e9,03def25f-ff94-4dd3-a517-029079c96dd4,2025-09-12 19:49:12,Produktanfrage,open,normal
05bb46c7-ede8-47e9-afc2-3e252f0145a7,9b966fb6-48db-4bfb-9c75-158d9dfd3dfc,2025-09-18 07:20:26,Produktanfrage,solved,high
546be6b8-f4f5-4c18-bc5c-b441972ac859,5d351f1c-aaf3-4ec3-9201-f75607325d5c,2025-10-12 18:28:56,Produktanfrage,closed,low
5c6a2401-f853-4187-8b22-077bf817f575,f8a88a33-6ab2-4868-9de8-087906fb2785,2025-10-07 21:10:10,Produktanfrage,open,low
623045a3-4256-47db-953e-aa1794921844,326eb103-4fbf-43eb-84a2-c9e2f3c6c55c,2025-10-12 03:50:57,Produktanfrage,open,low
b2f57a7b-5e84-45e9-9a18-5fc657af19a4,c365ed5e-19c2-4467-8cd9-f9962bde79f2,2025-09-27 04:43:27,Produktanfrage,solved,high
652295e0-a617-4f69-93c1-d28fb1e53303,d259bb04-0f0f-4ea6-8763-57030d22278b,2025-09-28 01:09:26,Produktanfrage,closed,normal
d3f9ef35-6fd2-40b2-8fbe-a70956e3414d,e416f815-21db-40a2-994b-c983a51227f5,2025-10-17 00:26:59,Produktanfrage,open,low
3c3d2fcb-6e1a-49ff-860b-eeab96de8a3a,676f3193-c289-429e-b6ee-a1e014f6f241,2025-09-17 07:05:01,Produktanfrage,closed,high
b9ec44da-cbdf-4cc4-8977-efc96ebe87c7,7ca00233-bbee-49de-a1d5-7f678f5f35b6,2025-09-25 16:41:46,Produktanfrage,solved,normal
8efa64ee-daa8-4906-bd4f-15794047eb92,05993bcf-00e1-4818-ad3f-83b3931ad6b6,2025-09-21 08:17:24,Produktanfrage,solved,high
f0839193-bdf6-4b54-9f2f-db6d2cf7cb5e,a5efe59a-ea32-479a-b0ad-fedd6119464b,2025-09-06 06:43:55,Produktanfrage,open,low
dcb831b9-dd1a-43aa-9087-a1649dcce8e2,9bf604fd-c8d5-49fc-a2f8-7f7969006ff0,2025-09-09 08:05:17,Produktanfrage,solved,low
7c315417-8628-4afa-954a-5c0f89dcdcbd,4bde259f-45d1-4e38-b838-bfb22a5b15bb,2025-10-06 22:41:53,Produktanfrage,solved,high
5f192e1d-aa67-4c83-8f76-4c6cb0d21b21,540071cc-518a-4781-81b2-e25d8084ed86,2025-09-25 09:59:17,Produktanfrage,closed,normal
c82a3ade-feb1-44c6-8e9f-d61f13ef3cd8,7bb2ed25-83ad-4be0-9097-078885b16288,2025-09-28 08:30:25,Produktanfrage,closed,low
